id,admitted_major,admitted_school,location
1999,机械与自动化工程,香港中文大学,香港
2000,电子资讯工程学,香港城市大学,香港
2001,资讯科技,香港理工大学,香港
2002,资讯科技,香港理工大学,香港
2003,多媒体资讯科技,香港城市大学,香港
2004,工程管理,香港城市大学,香港
2005,土木工程,香港理工大学,香港
2006,机械工程,香港城市大学,香港
2007,化学工程及生物分子工程学,香港科技大学,香港
2008,土木工程,香港理工大学,香港
2009,机械与自动化工程,香港中文大学,香港
2010,电子与信息工程,香港理工大学,香港
2011,工业物流系统,香港理工大学,香港
2012,运输政策与规划,香港大学,香港
2013,环境科学与管理,香港科技大学,香港
2014,运输政策与规划,香港大学,香港
2015,工业工程与物流管理,香港大学,香港
2016,生物医学工程,香港中文大学,香港
2017,电信学,香港科技大学,香港
2018,电子工程,香港中文大学,香港
2019,集成电路设计工程,香港科技大学,香港
2020,电子工程,香港科技大学,香港
2021,电机工程,香港理工大学,香港
2022,土木与建筑工程理学硕士（建筑工程造价管理方向、土木工程方向）,香港城市大学,香港
2023,绿色科技（能源）,香港浸会大学,香港
2024,国际航运及物流管理,香港理工大学,香港
2025,能源及环境,香港城市大学,香港
2026,绿色科技（能源）,香港浸会大学,香港
2027,土木工程,香港理工大学,香港
2028,绿色科技（能源）,香港浸会大学,香港
2029,绿色科技（能源）,香港浸会大学,香港
2030,环境与公共健康管理,香港浸会大学,香港
2031,环境与公共健康管理,香港浸会大学,香港
2032,生物医学工程,香港城市大学,香港
2033,生物医学工程,香港城市大学,香港
2034,国际航运及物流管理,香港理工大学,香港
2035,资讯科技,香港理工大学,香港
2036,环境管理及工程学,香港理工大学,香港
2037,电子资讯工程学,香港城市大学,香港
2038,多媒体资讯科技,香港城市大学,香港
2039,国际航运及物流管理,香港理工大学,香港
2040,国际航运及物流管理,香港理工大学,香港
2041,能源及环境,香港城市大学,香港
2042,生物医学工程,香港城市大学,香港
2043,工业物流系统,香港理工大学,香港
2044,供应链物流管理,香港理工大学,香港
2045,电子资讯工程学,香港城市大学,香港
2046,材料工程与纳米技术,香港城市大学,香港
2047,环境管理及工程学,香港理工大学,香港
2048,绿色科技（能源）,香港浸会大学,香港
2049,能源及环境,香港城市大学,香港
2050,供应链物流管理,香港理工大学,香港
2051,工业物流系统,香港理工大学,香港
2052,电子资讯工程学,香港城市大学,香港
2053,电子资讯工程学,香港城市大学,香港
2054,土木工程,香港理工大学,香港
2055,电子与信息工程,香港理工大学,香港
2056,机械工程,香港城市大学,香港
2057,机械工程,香港理工大学,香港
2058,能源及环境,香港城市大学,香港
2059,生物医学工程,香港中文大学,香港
2060,生物医学工程,香港理工大学,香港
2061,土木与建筑工程理学硕士（建筑工程造价管理方向、土木工程方向）,香港城市大学,香港
2062,化学工程及生物分子工程学,香港科技大学,香港
2063,高级信息系统,香港浸会大学,香港
2064,资讯系统管理,香港城市大学,香港
2065,资讯科技管理,香港浸会大学,香港
2066,资讯科技管理,香港浸会大学,香港
2067,环境健康和安全,香港科技大学,香港
2068,计算机科学,香港大学,香港
2069,化学工程及生物分子工程学,香港科技大学,香港
2070,资讯系统管理,香港城市大学,香港
2071,资讯科技管理,香港浸会大学,香港
2072,化学工程及生物分子工程学,香港科技大学,香港
2073,计算机科学,香港大学,香港
2074,国际航运及物流管理,香港理工大学,香港
2075,能源及环境,香港城市大学,香港
2076,建造管理,香港城市大学,香港
2077,电子资讯工程学,香港城市大学,香港
2078,商务资讯系统（无IT背景）,香港城市大学,香港
2079,电子资讯工程学,香港城市大学,香港
2080,资讯系统管理,香港城市大学,香港
2081,高级信息系统,香港浸会大学,香港
2082,资讯科技管理,香港浸会大学,香港
2083,生物医学工程,香港中文大学,香港
2084,生物医学工程,香港理工大学,香港
2085,能源及环境,香港城市大学,香港
2086,生物医学工程,香港中文大学,香港
2087,电子资讯工程学,香港城市大学,香港
2088,能源及环境,香港城市大学,香港
2089,生物医学工程,香港中文大学,香港
2090,化学工程及生物分子工程学,香港科技大学,香港
2091,金融科技理学硕士,香港中文大学,香港
2092,环境工程与管理,香港科技大学,香港
2093,环境工程与管理,香港科技大学,香港
2094,环境工程与管理,香港科技大学,香港
2095,电信学,香港科技大学,香港
2096,金融科技理学硕士,香港科技大学,香港
2097,航空工程,香港科技大学,香港
2098,化学工程及生物分子工程学,香港科技大学,香港
2099,环境工程与管理,香港科技大学,香港
2100,机械工程,香港科技大学,香港
2101,化学工程及生物分子工程学,香港科技大学,香港
2102,大数据科技,香港科技大学,香港
2103,土木基建工程与管理,香港科技大学,香港
2104,生物医学工程,香港城市大学,香港
2105,生物医学工程,香港城市大学,香港
2106,多媒体资讯科技,香港城市大学,香港
2107,电子与信息工程,香港理工大学,香港
2108,资讯科技,香港理工大学,香港
2109,生物医学工程,香港理工大学,香港
2110,供应链物流管理,香港理工大学,香港
2111,环境与公共健康管理,香港浸会大学,香港
2112,生物医学工程,香港城市大学,香港
2113,电子资讯工程学,香港城市大学,香港
2114,工程管理,香港城市大学,香港
2115,资讯系统,香港理工大学,香港
2116,测绘及地理资讯学-地理资讯,香港理工大学,香港
2117,资讯科技管理,香港浸会大学,香港
2118,资讯系统管理,香港城市大学,香港
2119,大数据科技,香港科技大学,香港
2120,多媒体科技,香港理工大学,香港
2121,数据科学,香港大学,香港
2122,分析化学,香港科技大学,香港
2123,数据科学,香港大学,香港
2124,统计学,香港大学,香港
2125,数学理学硕士,香港中文大学,香港
2126,基因组和生物信息学,香港中文大学,香港
2127,生物化学及生物医学,香港中文大学,香港
2128,生物技术,香港科技大学,香港
2129,营养、食品科学和技术,香港中文大学,香港
2130,生物化学及生物医学,香港中文大学,香港
2131,数据科学,香港大学,香港
2132,数据驱动建模理学硕士,香港科技大学,香港
2133,数据驱动建模,香港科技大学,香港
2134,数据科学,香港大学,香港
2135,数据科学,香港大学,香港
2136,数据科学,香港大学,香港
2137,数学理学硕士,香港中文大学,香港
2138,统计学,香港大学,香港
2139,金融数学,香港科技大学,香港
2140,统计学,香港大学,香港
2141,生物化学博士,香港中文大学,香港
2142,金融数学,香港科技大学,香港
2143,运筹及风险分析,香港理工大学,香港
2144,运筹及风险分析,香港理工大学,香港
2145,运筹及风险分析,香港理工大学,香港
2146,数据科学,香港城市大学,香港
2147,数据科学,香港城市大学,香港
2148,科技应用数学（精算及投资科学）,香港理工大学,香港
2149,运筹及风险分析,香港理工大学,香港
2150,运筹及风险分析,香港理工大学,香港
2151,科技应用数学（精算及投资科学）,香港理工大学,香港
2152,工商数量分析,香港城市大学,香港
2153,科技应用数学（精算及投资科学）,香港理工大学,香港
2154,科技应用数学（精算及投资科学）,香港理工大学,香港
2155,运筹及风险分析,香港理工大学,香港
2156,生物技术,香港科技大学,香港
2157,工商数量分析,香港城市大学,香港
2158,运筹及风险分析,香港理工大学,香港
2159,生物技术,香港科技大学,香港
2160,食品安全和毒理学,香港大学,香港
2161,统计学,香港大学,香港
2162,金融数学,香港科技大学,香港
2163,金融数学,香港科技大学,香港
2164,科技应用数学（精算及投资科学）,香港理工大学,香港
2165,食品安全和毒理学,香港大学,香港
2166,营养、食品科学和技术,香港中文大学,香港
2167,认证化学,香港中文大学,香港
2168,运筹学及商业统计,香港浸会大学,香港
2169,科技应用数学（精算及投资科学）,香港理工大学,香港
2170,数学理学硕士,香港中文大学,香港
2171,生物技术,香港科技大学,香港
2172,认证化学,香港中文大学,香港
2173,分析化学,香港科技大学,香港
2174,科技应用数学（精算及投资科学）,香港理工大学,香港
2175,统计学,香港大学,香港
2176,营养、食品科学和技术,香港中文大学,香港
2177,营养、食品科学和技术,香港中文大学,香港
2178,生物技术,香港科技大学,香港
2179,营养、食品科学和技术,香港中文大学,香港
2180,统计学,香港大学,香港
2181,金融数学,香港科技大学,香港
2182,金融数学,香港科技大学,香港
2183,运筹及风险分析,香港理工大学,香港
2184,数据科学和分析,香港理工大学,香港
2185,运筹及风险分析,香港理工大学,香港
2186,运筹及风险分析,香港理工大学,香港
2187,科技应用数学（精算及投资科学）,香港理工大学,香港
2188,数据科学,香港城市大学,香港
2189,运筹及风险分析,香港理工大学,香港
2190,营养、食品科学和技术,香港中文大学,香港
2191,运筹及风险分析,香港理工大学,香港
2192,分析化学,香港浸会大学,香港
2193,科技应用数学（精算及投资科学）,香港理工大学,香港
2194,运筹及风险分析,香港理工大学,香港
2195,分析化学,香港浸会大学,香港
2196,环境健康和安全,香港科技大学,香港
2197,运筹及风险分析,香港理工大学,香港
2198,运筹及风险分析,香港理工大学,香港
