id,admitted_major,admitted_school,location
3475,环境工程理学硕士,帝国理工学院,英国
3476,电信学理学硕士,伦敦大学学院,英国
3477,海洋、海岸与建筑环境工程流体力学理学硕士,帝国理工学院,英国
3478,电子学理学硕士,爱丁堡大学,英国
3479,纳米技术理学硕士,伦敦大学学院,英国
3480,高级软件工程理学硕士,伦敦大学国王学院,英国
3481,高级化学工程理学硕士,帝国理工学院,英国
3482,电子学理学硕士,爱丁堡大学,英国
3483,航空航天工程理学硕士,曼彻斯特大学,英国
3484,冶金与材料学博士,伯明翰大学,英国
3485,高级化学工程理学硕士,爱丁堡大学,英国
3486,高级化学工程理学硕士,曼彻斯特大学,英国
3487,电力系统工程理学硕士,曼彻斯特大学,英国
3488,生物化学工程理学硕士,伦敦大学学院,英国
3489,机械工程设计理学硕士,曼彻斯特大学,英国
3490,计算机（安全与可靠性）理学硕士,帝国理工学院,英国
3491,生物医学工程理学硕士,帝国理工学院,英国
3492,电子学理学硕士,爱丁堡大学,英国
3493,高分子材料科学与工程理学硕士,曼彻斯特大学,英国
3494,高级工程材料理学硕士,曼彻斯特大学,英国
3495,信息安全理学硕士,伦敦大学学院,英国
3496,人工智能理学硕士,爱丁堡大学,英国
3497,可持续能源系统理学硕士,爱丁堡大学,英国
3498,生物材料学理学硕士,曼彻斯特大学,英国
3499,人工智能理学硕士,爱丁堡大学,英国
3500,计算机科学理学硕士,爱丁堡大学,英国
3501,高级材料科学理学硕士,伦敦大学学院,英国
3502,项目管理理学硕士,曼彻斯特大学,英国
3503,高级工程材料理学硕士,曼彻斯特大学,英国
3504,高级材料科学与工程理学硕士,帝国理工学院,英国
3505,能源与环境材料科学理学硕士,伦敦大学学院,英国
3506,能源与环境材料科学理学硕士,伦敦大学学院,英国
3507,高级材料科学理学硕士,伦敦大学学院,英国
3508,计算机科学理学硕士,爱丁堡大学,英国
3509,人工智能理学硕士,爱丁堡大学,英国
3510,高级软件工程理学硕士,伦敦大学国王学院,英国
3511,智能系统理学硕士,伦敦大学国王学院,英国
3512,商务分析（计算机科学方向）理学硕士,伦敦大学学院,英国
3513,地理信息科学理学硕士,曼彻斯特大学,英国
3514,设计与数字媒体理学硕士,爱丁堡大学,英国
3515,高级材料科学与工程理学硕士,帝国理工学院,英国
3516,高分子材料科学与工程理学硕士,曼彻斯特大学,英国
3517,高级材料科学与工程理学硕士,帝国理工学院,英国
3518,高级材料科学与工程理学硕士,帝国理工学院,英国
3519,电子与电气工程理学硕士,谢菲尔德大学,英国
3520,传感器与成像系统理学硕士,爱丁堡大学,英国
3521,电气工程理学硕士,诺丁汉大学,英国
3522,数据科学理学硕士,诺丁汉大学,英国
3523,人文地理研究理学硕士,伯明翰大学,英国
3524,碳管理理学硕士,爱丁堡大学,英国
3525,高级计算机科学理学硕士,谢菲尔德大学,英国
3526,电讯与互联网技术理学硕士,伦敦大学国王学院,英国
3527,高级机械工程理学硕士,谢菲尔德大学,英国
3528,电力理学硕士,纽卡斯尔大学,英国
3529,电子电气工程理学硕士,格拉斯哥大学,英国
3530,电力系统理学硕士,伯明翰大学,英国
3531, 数据科学理学硕士,南安普顿大学,英国
3532,工程项目管理工学硕士,利兹大学,英国
3533,电子电气工程理学硕士,格拉斯哥大学,英国
3534,电子工程理学硕士,南安普顿大学,英国
3535,微电子系统设计理学硕士,南安普顿大学,英国
3536,应用地理信息系统理学硕士,谢菲尔德大学,英国
3537,高级微电子系统工程理学硕士,布里斯托大学,英国
3538,生物医学工程理学硕士,布里斯托大学,英国
3539,无线通信系统工程理学硕士,谢菲尔德大学,英国
3540,土木工程与管理理学硕士,埃克塞特大学,英国
3541,土木工程理学硕士,卡迪夫大学,英国
3542,电子与电气工程理学硕士,谢菲尔德大学,英国
3543,计算机科学理学硕士,布里斯托大学,英国
3544,水利工程理学硕士,谢菲尔德大学,英国
3545,数据科学理学硕士,谢菲尔德大学,英国
3546,人工智能理学硕士,南安普顿大学,英国
3547,应用地理信息系统理学硕士,谢菲尔德大学,英国
3548,人工智能理学硕士,南安普顿大学,英国
3549,数据科学理学硕士,格拉斯哥大学,英国
3550,高级软件工程理学硕士,伦敦大学国王学院,英国
3551,计算机科学理学硕士,利物浦大学,英国
3552,计算机科学理学硕士,伦敦大学玛丽皇后学院,英国
3553,计算机科学理学硕士,诺丁汉大学,英国
3554,图像和视频通信和信号处理理学硕士,布里斯托大学,英国
3555,高级机械工程理学硕士,谢菲尔德大学,英国
3556,高级微电子系统工程理学硕士,布里斯托大学,英国
3557,计算机科学理学硕士,伯明翰大学,英国
3558,计算机科学理学硕士,诺丁汉大学,英国
3559,岩土工程理学硕士,纽卡斯尔大学,英国
3560,航空航天工程管理理学硕士,格拉斯哥大学,英国
3561,机械工程理学硕士,格拉斯哥大学,英国
3562,计算机科学理学硕士,格拉斯哥大学,英国
3563,先进控制与系统工程理学硕士,谢菲尔德大学,英国
3564,计算机科学理学硕士,伦敦大学玛丽皇后学院,英国
3565,机械工程管理理学硕士,格拉斯哥大学,英国
3566,电子电气工程理学硕士,格拉斯哥大学,英国
3567,电力系统理学硕士,伯明翰大学,英国
3568,电气工程理学硕士,诺丁汉大学,英国
3569,数据科学理学硕士,谢菲尔德大学,英国
3570,通信网络和信号处理理学硕士,布里斯托大学,英国
3571,人机交互理学硕士,伯明翰大学,英国
3572,高级计算机科学理学硕士,谢菲尔德大学,英国
3573,计算机科学理学硕士,格拉斯哥大学,英国
3574,电子与计算机工程理学硕士,伯明翰大学,英国
3575,高分子材料科学与工程理学硕士,曼彻斯特大学,英国
3576,电子与电气工程理学硕士,谢菲尔德大学,英国
3577,模拟与数字集成电路设计理学硕士,帝国理工学院,英国
3578,无线通信系统工程理学硕士,谢菲尔德大学,英国
3579,电讯与互联网技术理学硕士,伦敦大学国王学院,英国
3580,知识与信息系统管理理学硕士,南安普顿大学,英国
3581,机械电子学理学硕士,纽卡斯尔大学,英国
3582,汽车工程理学硕士,巴斯大学,英国
3583,经济学、能源政策与环境理学硕士,伦敦大学学院,英国
3584,数字通信系统理学硕士,萨塞克斯大学,英国
3585,供应链与物流管理理学硕士,华威大学,英国
3586,高级机械工程理学硕士,帝国理工学院,英国
3587,运输理学硕士,帝国理工学院,英国
3588,建造项目管理理学硕士,曼彻斯特大学,英国
3589,通讯与信息工程理学硕士,华威大学,英国
3590,高级材料科学理学硕士,伦敦大学学院,英国
3591,环境保护与管理理学硕士,爱丁堡大学,英国
3592,航空航天工程理学硕士,曼彻斯特大学,英国
3593,机械工程理学硕士,伦敦大学学院,英国
3594,高级计算机科学理学硕士,伯明翰大学,英国
3595,污染与环境控制理学硕士,曼彻斯特大学,英国
3596,电讯与互联网技术理学硕士,伦敦大学国王学院,英国
3597,污染与环境控制理学硕士,曼彻斯特大学,英国
3598,环境系统工程理学硕士,伦敦大学学院,英国
3599,机械工程设计理学硕士,曼彻斯特大学,英国
3600,高级航空工程理学硕士,帝国理工学院,英国
3601,高级航空工程理学硕士,帝国理工学院,英国
3602,高级制造技术与系统管理理学硕士,曼彻斯特大学,英国
3603,机械工程设计理学硕士,曼彻斯特大学,英国
3604,通信与信号处理理学硕士,曼彻斯特大学,英国
3605,通信与信号处理理学硕士,曼彻斯特大学,英国
3606,机器人学理学硕士,伦敦大学国王学院,英国
3607,信息技术理学硕士,圣安德鲁斯大学,英国
3608,地理信息科学理学硕士,曼彻斯特大学,英国
3609,信号处理与通讯理学硕士,爱丁堡大学,英国
3610,商业项目管理理学硕士,曼彻斯特大学,英国
3611,商业项目管理理学硕士,曼彻斯特大学,英国
3612,建造项目管理理学硕士,曼彻斯特大学,英国
3613,电子工程与管理理学硕士,伦敦大学国王学院,英国
3614,信号处理与通讯理学硕士,爱丁堡大学,英国
3615,电力系统工程理学硕士,曼彻斯特大学,英国
3616,高级控制与系统工程理学硕士,曼彻斯特大学,英国
3617,高性能计算与数据科学理学硕士,爱丁堡大学,英国
3618,热能与流体工程理学硕士,曼彻斯特大学,英国
3619,机械工程设计理学硕士,曼彻斯特大学,英国
3620,污染与环境控制理学硕士,曼彻斯特大学,英国
3621,计算机科学理学硕士,爱丁堡大学,英国
3622,高级计算机科学理学硕士,曼彻斯特大学,英国
3623,认知科学理学硕士,爱丁堡大学,英国
3624,高级材料科学与工程理学硕士,帝国理工学院,英国
3625,结构与消防安全工程理学硕士,爱丁堡大学,英国
3626,通讯与信号处理理学硕士,帝国理工学院,英国
3627,机器人学理学硕士,伦敦大学国王学院,英国
3628,未来电网理学硕士,帝国理工学院,英国
3629,高级工程材料理学硕士,曼彻斯特大学,英国
3630,高级机械工程理学硕士,华威大学,英国
3631,技术管理理学硕士,伦敦大学学院,英国
3632,能源与环境材料科学理学硕士,伦敦大学学院,英国
3633,机械工程设计理学硕士,曼彻斯特大学,英国
3634,数据分析学理学硕士,华威大学,英国
3635,环境保护与管理理学硕士,爱丁堡大学,英国
3636,高级材料科学理学硕士,伦敦大学学院,英国
3637,结构工程理学硕士,曼彻斯特大学,英国
3638,可持续能源系统理学硕士,爱丁堡大学,英国
3639,电力系统工程理学硕士,曼彻斯特大学,英国
3640,移动通信与个人通信理学硕士,伦敦大学国王学院,英国
3641,数据科学理学硕士,伦敦大学国王学院,英国
3642,热能与流体工程理学硕士,曼彻斯特大学,英国
3643,运输理学硕士,帝国理工学院,英国
3644,数字信号处理理学硕士,曼彻斯特大学,英国
3645,信息学理学硕士,爱丁堡大学,英国
3646,互联网系统和电子商务理学硕士,杜伦大学,英国
3647,电力系统工程理学硕士,曼彻斯特大学,英国
3648,通信工程理学硕士,曼彻斯特大学,英国
3649,计算机科学理学硕士,华威大学,英国
3650,计算机科学理学硕士,爱丁堡大学,英国
3651,结构工程理学硕士,曼彻斯特大学,英国
3652,数字信号处理理学硕士,曼彻斯特大学,英国
3653,工程项目管理理学硕士,曼彻斯特大学,英国
3654,信号处理与通讯理学硕士,爱丁堡大学,英国
3655,结构工程理学硕士,谢菲尔德大学,英国
3656,结构工程理学硕士,曼彻斯特大学,英国
3657,无线与光通信理学硕士,伦敦大学学院,英国
3658,高级控制与系统工程理学硕士,曼彻斯特大学,英国
3659,通信工程理学硕士,曼彻斯特大学,英国
3660,通讯与信号处理理学硕士,帝国理工学院,英国
3661,信号处理与通讯理学硕士,爱丁堡大学,英国
3662,轮机工程（机械/电子方向）理学硕士,伦敦大学学院,英国
3663,高级化学工程理学硕士,爱丁堡大学,英国
3664,石油工程理学硕士,帝国理工学院,英国
3665,计算机科学硕士,爱丁堡大学,英国
3666,数据科学理学硕士,兰卡斯特大学,英国
3667,数据科学理学硕士,兰卡斯特大学,英国
3668,高级计算机科学理学硕士,谢菲尔德大学,英国
3669,电子与计算机工程理学硕士,伯明翰大学,英国
3670,环境工程学理学硕士,诺丁汉大学,英国
3671,数据科学理学硕士,诺丁汉大学,英国
3672,大数据科学理学硕士,伦敦大学玛丽皇后学院,英国
3673,大数据科学理学硕士,伦敦大学玛丽皇后学院,英国
3674,电子与电气工程理学硕士,杜伦大学,英国
3675,大气污染管理与控制理学硕士,伯明翰大学,英国
3676,光纤与光子工程理学硕士,南安普顿大学,英国
3677,运输规划理学硕士,利兹大学,英国
3678,环境变化与国际发展理学硕士,谢菲尔德大学,英国
3679,应用地理信息系统与遥感理学硕士,南安普顿大学,英国
3680,可持续性理学硕士,南安普顿大学,英国
3681,国际建设管理和工程理学硕士,利兹大学,英国
3682,工程项目管理工学硕士,利兹大学,英国
3683,电气与电子工程理学硕士,诺丁汉大学,英国
3684,健康、安全与环境管理理学硕士,伯明翰大学,英国
3685,运输规划与工程（运营）理学硕士,南安普顿大学,英国
3686,生物材料硕士,谢菲尔德大学,英国
3687,应用地理信息系统理学硕士,谢菲尔德大学,英国
3688,工程管理理学硕士,约克大学,英国
3689,大数据科学理学硕士,伦敦大学玛丽皇后学院,英国
3690,自动化与智能系统理学硕士,谢菲尔德大学,英国
3691,环境管理理学硕士,兰卡斯特大学,英国
3692,地理空间与测绘研究理学硕士,格拉斯哥大学,英国
3693,水资源和环境管理理学硕士,布里斯托大学,英国
3694,高级计算机科学理学硕士,伯明翰大学,英国
3695,环境与能源工程理学硕士,谢菲尔德大学,英国
3696,电力系统理学硕士,伯明翰大学,英国
3697,通信工程理学硕士,伯明翰大学,英国
3698,人机交互理学硕士,诺丁汉大学,英国
3699,高级计算机科学（加实习）理学硕士,利物浦大学,英国
3700,数据通信工程理学硕士,谢菲尔德大学,英国
3701,移动通信与智能网络,南安普顿大学,英国
3702,电力系统理学硕士,伯明翰大学,英国
3703,电子电气工程理学硕士,格拉斯哥大学,英国
3704,电子电气工程理学硕士,格拉斯哥大学,英国
3705,高级计算理学硕士,伦敦大学国王学院,英国
3706,计算机科学理学硕士,诺丁汉大学,英国
3707,电子与电气工程理学硕士,谢菲尔德大学,英国
3708,电子与电气工程理学硕士,谢菲尔德大学,英国
3709,可持续能源工程理学硕士,诺丁汉大学,英国
3710,可持续能源科技理学硕士,南安普顿大学,英国
3711,新能源和可再生能源理学硕士,杜伦大学,英国
3712,大数据科学理学硕士,伦敦大学玛丽皇后学院,英国
3713,信息安全理学硕士,格拉斯哥大学,英国
3714,高级计算机科学理学硕士,伯明翰大学,英国
3715,计算机科学理学硕士,格拉斯哥大学,英国
3716,高级计算机科学理学硕士,伯明翰大学,英国
3717,高级机械工程理学硕士,谢菲尔德大学,英国
3718,高级计算机科学理学硕士,卡迪夫大学,英国
3719,电子与电气工程理学硕士,谢菲尔德大学,英国
3720,数据科学理学硕士,谢菲尔德大学,英国
3721,数据科学理学硕士,格拉斯哥大学,英国
3722,计算机科学理学硕士,伯明翰大学,英国
3723,高级机械工程理学硕士,伯明翰大学,英国
3724,计算机科学理学硕士,利物浦大学,英国
3725,高级计算机科学理学硕士,曼彻斯特大学,英国
3726,土木工程理学硕士,伯明翰大学,英国
3727,土木工程理学硕士,谢菲尔德大学,英国
3728,运输规划理学硕士,利兹大学,英国
3729,土木工程理学硕士,谢菲尔德大学,英国
3730,电子工程理学硕士,萨里大学,英国
3731,信号处理与通讯理学硕士,爱丁堡大学,英国
3732,数字通信网络工程理学硕士,利兹大学,英国
3733,环境与能源工程理学硕士,谢菲尔德大学,英国
3734,无线通信系统工程理学硕士,谢菲尔德大学,英国
3735,计算机科学理学硕士,伯明翰大学,英国
3736,污染与环境控制理学硕士,曼彻斯特大学,英国
3737,软件系统和互联网技术理学硕士,谢菲尔德大学,英国
3738,人机交互理学硕士,诺丁汉大学,英国
3739,计算机科学理学硕士,纽卡斯尔大学,英国
3740,电子学理学硕士,爱丁堡大学,英国
3741,计算机科学理学硕士,伯明翰大学,英国
3742,大气污染管理与控制理学硕士,伯明翰大学,英国
3743,电力系统理学硕士,伯明翰大学,英国
3744,电气工程理学硕士,诺丁汉大学,英国
3745,数据科学理学硕士,格拉斯哥大学,英国
3746,水资源和环境管理理学硕士,布里斯托大学,英国
3747,交通运输规划与工程理学硕士,南安普顿大学,英国
3748,土木工程理学硕士,卡迪夫大学,英国
3749,电子与电气工程理学硕士,谢菲尔德大学,英国
3750,交通运输规划与工程理学硕士,南安普顿大学,英国
3751,"高级计算机学（机器学习,数据挖掘和高性能计算）理学硕士",布里斯托大学,英国
3752,移动通信和智能网络理学硕士,南安普顿大学,英国
3753,生物技术理学硕士,爱丁堡大学,英国
3754,高级计算机科学理学硕士,谢菲尔德大学,英国
3755,高级微电子系统工程理学硕士,布里斯托大学,英国
3756,物流与供应链管理理学硕士,谢菲尔德大学,英国
3757,机械工程设计理学硕士,曼彻斯特大学,英国
3758,电气动力系统理学硕士,巴斯大学,英国
3759,复合材料：先进复合材料科学，技术和工程应用硕士,帝国理工学院,英国
3760,航空航天工程理学硕士,曼彻斯特大学,英国
3761,高级制造技术与系统管理理学硕士,曼彻斯特大学,英国
3762,高级电力系统工程理学硕士,曼彻斯特大学,英国
3763,计算机理学硕士,约克大学,英国
3764,计算机科学理学硕士,华威大学,英国
3765,供应链与物流管理理学硕士,华威大学,英国
3766,物流与供应链管理理学硕士,谢菲尔德大学,英国
3767,方案和项目管理理学硕士,华威大学,英国
3768,移动通信和智能网络理学硕士,南安普顿大学,英国
3769,结构工程理学硕士,谢菲尔德大学,英国
3770,全球机械工程和工业管理,谢菲尔德大学,英国
3771,结构工程理学硕士,谢菲尔德大学,英国
3772,信息与通信工程理学硕士,华威大学,英国
3773,信息与通信工程理学硕士,莱斯特大学,英国
3774,软件系统工程理学硕士,伦敦大学学院,英国
3775,语义技术理学硕士（ACS）,曼彻斯特大学,英国
3776,方案和项目管理理学硕士,华威大学,英国
3777,电子工程与管理理学硕士,伦敦大学国王学院,英国
3778,机械工程设计理学硕士,曼彻斯特大学,英国
3779,环境工程学理学硕士,诺丁汉大学,英国
3780,地理信息科学理学硕士,曼彻斯特大学,英国
3781,生态经济学理学硕士,爱丁堡大学,英国
3782,土木工程管理理学硕士,格拉斯哥大学,英国
3783,地理信息科学理学硕士,爱丁堡大学,英国
3784,商业项目管理理学硕士,曼彻斯特大学,英国
3785,电子电气工程理学硕士,格拉斯哥大学,英国
3786,工程项目管理工学硕士,利兹大学,英国
3787,运输可持续性理学硕士,利兹大学,英国
3788,商业项目管理理学硕士,曼彻斯特大学,英国
3789,电子与计算机工程理学硕士,伯明翰大学,英国
3790,运输规划理学硕士,利兹大学,英国
3791,高级制造技术与系统管理理学硕士,曼彻斯特大学,英国
3792,污染与环境控制理学硕士,曼彻斯特大学,英国
3793,数据科学理学硕士,兰卡斯特大学,英国
3794,无线通信系统工程理学硕士,谢菲尔德大学,英国
3795,土木工程理学硕士,谢菲尔德大学,英国
3796,结构与消防安全工程理学硕士,爱丁堡大学,英国
3797,工程与管理理学硕士,布里斯托大学,英国
3798,电子与电气工程理学硕士,谢菲尔德大学,英国
3799,数据科学理学硕士,格拉斯哥大学,英国
3800,运输规划与工程理学硕士,利兹大学,英国
3801,商业项目管理理学硕士,曼彻斯特大学,英国
3802,商业项目管理理学硕士,曼彻斯特大学,英国
3803,环境领导与管理专业,诺丁汉大学,英国
3804,高级化学工程理学硕士,曼彻斯特大学,英国
3805,计算机科学理学硕士,格拉斯哥大学,英国
3806,环境工程学理学硕士,诺丁汉大学,英国
3807,可持续性理学硕士,南安普顿大学,英国
3808,电子学理学硕士,爱丁堡大学,英国
3809,结构与消防安全工程理学硕士,爱丁堡大学,英国
3810,结构工程理学硕士,曼彻斯特大学,英国
3811,污染与环境控制理学硕士,曼彻斯特大学,英国
3812,通信与信号处理理学硕士,曼彻斯特大学,英国
3813,结构工程理学硕士,曼彻斯特大学,英国
3814,高级化学工程理学硕士,爱丁堡大学,英国
3815,碳管理理学硕士,爱丁堡大学,英国
3816,高级化学工程理学硕士,曼彻斯特大学,英国
3817,高级软件工程理学硕士,伦敦大学国王学院,英国
3818,高级计算机科学理学硕士,曼彻斯特大学,英国
3819,供应链与物流管理理学硕士,华威大学,英国
3820,高级化学工程理学硕士,曼彻斯特大学,英国
3821,系统工程管理理学硕士,斯克莱德大学,英国
3822,环境工程理学硕士,纽卡斯尔大学,英国
3823,工程管理理学硕士,伦敦大学皇家霍洛威学院,英国
3824,系统、控制与信号处理理学硕士,南安普顿大学,英国
3825,数据科学理学硕士,诺丁汉大学,英国
3826,工程管理理学硕士,阿斯顿大学,英国
3827,土木工程理学硕士,邓迪大学,英国
3828,土木工程理学硕士,卡迪夫大学,英国
3829,土木工程理学硕士,萨里大学,英国
3830,土木工程理学硕士,埃克塞特大学,英国
3831,云计算理学硕士,纽卡斯尔大学,英国
3832,大数据科学理学硕士,伦敦大学玛丽皇后学院,英国
3833,土木工程（可选特定专业方向）理学硕士,斯克莱德大学,英国
3834,计算机与信息系统理学硕士 （无相关专业背景）,伦敦大学玛丽皇后学院,英国
3835,数据科学理学硕士,兰卡斯特大学,英国
3836,环境科学理学硕士,利物浦大学,英国
3837,工程管理硕士,莱斯特大学,英国
3838,生物化学工程与工业管理工程理学硕士,谢菲尔德大学,英国
3839,高级制造系统与技术,利物浦大学,英国
3840,材料科学与工程学理学硕士,伯明翰大学,英国
3841,高级计算机科学理学硕士,利兹大学,英国
3842,机械工程理学硕士,纽卡斯尔大学,英国
3843,机械工程与管理理学硕士,贝尔法斯特女王大学,英国
3844,工程管理理学硕士,阿斯顿大学,英国
3845,大气污染管理与控制理学硕士,伯明翰大学,英国
3846,计算机科学理学硕士,伯明翰大学,英国
3847,大数据科学理学硕士,伦敦大学玛丽皇后学院,英国
3848,图像和视频通信和信号处理理学硕士,布里斯托大学,英国
3849,先进控制与系统工程（工业管理）理学硕士,谢菲尔德大学,英国
3850,工程管理理学硕士,伦敦大学皇家霍洛威学院,英国
3851,高级工程管理理学硕士（通识方向）,伯明翰大学,英国
3852,电子电气工程理学硕士,格拉斯哥大学,英国
3853,交通运输规划与工程理学硕士,南安普顿大学,英国
3854,运输规划理学硕士,利兹大学,英国
3855,电子与计算机工程理学硕士,伯明翰大学,英国
3856,微电子系统设计理学硕士,南安普顿大学,英国
3857,结构工程理学硕士,谢菲尔德大学,英国
3858,能源与电力系统工学硕士,利物浦大学,英国
3859,高级电气与电子工程理学硕士,莱斯特大学,英国
3860,能源与电力系统工学硕士,利物浦大学,英国
3861,电子与电气工程理学硕士,利兹大学,英国
3862,高级计算机科学理学硕士,伯明翰大学,英国
3863,材料科学与工程理学硕士,利兹大学,英国
3864,自动化与控制理学硕士,纽卡斯尔大学,英国
3865,电力理学硕士,纽卡斯尔大学,英国
3866,系统工程管理理学硕士,斯克莱德大学,英国
3867,电子与电气工程理学硕士,谢菲尔德大学,英国
3868,计算机学理学硕士,卡迪夫大学,英国
3869,环境科学理学硕士,利物浦大学,英国
3870,计算机科学理学硕士,诺丁汉大学,英国
3871,计算机学理学硕士,卡迪夫大学,英国
3872,计算机科学理学硕士,纽卡斯尔大学,英国
3873,高级化学工程理学硕士,伯明翰大学,英国
3874,计算机科学理学硕士,伯明翰大学,英国
3875,高级软件工程理学硕士,谢菲尔德大学,英国
3876,环境监测与评价理学硕士,南安普顿大学,英国
3877,计算机科学理学硕士,格拉斯哥大学,英国
3878,计算机科学理学硕士,利物浦大学,英国
3879,结构工程理学硕士,谢菲尔德大学,英国
3880,隧道与地下空间理学硕士,华威大学,英国
3881,气候变化和环境政策理学硕士,利兹大学,英国
3882,土木工程理学硕士,卡迪夫大学,英国
3883,可持续能源与环境理学硕士,卡迪夫大学,英国
3884,环境与发展理学硕士,利兹大学,英国
3885,环境与能源工程理学硕士,谢菲尔德大学,英国
3886,环境管理理学硕士,兰卡斯特大学,英国
3887,商业项目管理理学硕士,曼彻斯特大学,英国
3888,通讯与无线系统工学硕士,利物浦大学,英国
3889,数据科学理学硕士,谢菲尔德大学,英国
3890,互联网系统和电子商务理学硕士,杜伦大学,英国
3891,商业项目管理理学硕士,曼彻斯特大学,英国
3892,汽车工程理学硕士,拉夫堡大学,英国
3893,生物医学工程理学硕士,布里斯托大学,英国
3894,工程项目管理理学硕士,曼彻斯特大学,英国
3895,高级计算机科学理学硕士,谢菲尔德大学,英国
3896,机器学习理学硕士,伦敦大学学院,英国
3897,空间数据科学和可视化理学硕士,伦敦大学学院,英国
3898,环境工程理学硕士,帝国理工学院,英国
3899,环境系统工程理学硕士,伦敦大学学院,英国
3900,数据科学理学硕士,格拉斯哥大学,英国
3901,数据科学理学硕士,格拉斯哥大学,英国
3902,生物化学工程理学硕士,伦敦大学学院,英国
3903,纳米技术理学硕士,伦敦大学学院,英国
3904,高级材料科学与工程理学硕士,帝国理工学院,英国
3905,高级材料科学理学硕士,伦敦大学学院,英国
3906,学院工程与金融硕士,伦敦大学学院,英国
3907,航空航天工程管理理学硕士,格拉斯哥大学,英国
3908,计算机科学理学硕士,纽卡斯尔大学,英国
3909,航空航天技术理学硕士,诺丁汉大学,英国
3910,土木工程理学硕士,伯明翰大学,英国
3911,土木工程理学硕士,谢菲尔德大学,英国
3912,人工智能理学硕士,南安普顿大学,英国
3913,高级材料理学硕士,诺丁汉大学,英国
3914,国际运输硕士,卡迪夫大学,英国
3915,食品安全理学硕士,华威大学,英国
3916,生物技术、生物制造与商务管理理学硕士,华威大学,英国
3917,统计学（研究）理学硕士,伦敦政治经济学院,英国
3918,统计学理学硕士,帝国理工学院,英国
3919,统计学理学硕士,曼彻斯特大学,英国
3920,材料化学理学硕士,爱丁堡大学,英国
3921,统计学理学硕士,伦敦大学学院,英国
3922,金融数学理学硕士,伦敦政治经济学院,英国
3923,金融数学理学硕士,伦敦大学学院,英国
3924,数据分析理学硕士,格拉斯哥大学,英国
3925,食品安全、卫生与管理理学硕士,伯明翰大学,英国
3926,材料化学理学硕士,爱丁堡大学,英国
3927,统计学理学硕士,格拉斯哥大学,英国
3928,科学计算与数据分析理学硕士,杜伦大学,英国
3929,数据与决策分析理学硕士,南安普顿大学,英国
3930,运筹学与数据科学理学硕士,爱丁堡大学,英国
3931,统计学理学硕士,格拉斯哥大学,英国
3932,精算学理学硕士,南安普顿大学,英国
3933,数学金融理学硕士,曼彻斯特大学,英国
3934,制药学理学硕士,伦敦大学学院,英国
3935,运动人体科学,格拉斯哥大学,英国
3936,临床药理学,格拉斯哥大学,英国
3937,数学金融理学硕士,曼彻斯特大学,英国
3938,统计学理学硕士,曼彻斯特大学,英国
3939,运筹学研究理学硕士,爱丁堡大学,英国
3940,材料化学理学硕士,爱丁堡大学,英国
3941,统计学理学硕士,华威大学,英国
3942,化学理学硕士,曼彻斯特大学,英国
3943,化学研究理学硕士,伦敦大学学院,英国
3944,材料化学理学硕士,爱丁堡大学,英国
3945,统计学理学硕士,伦敦大学学院,英国
3946,化学理学硕士,曼彻斯特大学,英国
3947,数据科学理学硕士,伦敦大学国王学院,英国
3948,分类学、生物多样性与进化理学硕士,帝国理工学院,英国
3949,金融数学理学硕士,伦敦大学国王学院,英国
3950,科学计算与数据分析理学硕士,杜伦大学,英国
3951,数据科学理学硕士,格拉斯哥大学,英国
3952,数据科学与分析学理学硕士,卡迪夫大学,英国
3953,数据科学与统计学理学硕士,巴斯大学,英国
3954,医药与生物化学理学硕士,爱丁堡大学,英国
3955,工程数学理学硕士,布里斯托大学,英国
3956,肌肉骨骼运动科学与健康,拉夫堡大学,英国
3957,统计学理学硕士,谢菲尔德大学,英国
3958,统计学理学硕士,谢菲尔德大学,英国
3959,数据科学与分析理学硕士,利兹大学,英国
3960,统计学理学硕士,南安普顿大学,英国
3961,统计学理学硕士,谢菲尔德大学,英国
3962,数据科学与分析学理学硕士,卡迪夫大学,英国
3963,数据科学硕士,谢菲尔德大学,英国
3964,化学理学硕士,格拉斯哥大学,英国
3965,精算科学理学硕士,莱斯特大学,英国
3966,康复治疗,卡迪夫大学,英国
3967,健康数据分析理学硕士,利兹大学,英国
3968,应用生物分子技术理学硕士,诺丁汉大学,英国
3969,数据分析理学硕士,格拉斯哥大学,英国
3970,健康数据科学理学硕士,曼彻斯特大学,英国
3971,康复治疗,诺丁汉大学,英国
3972,康复治疗,诺丁汉大学,英国
3973,康复治疗学,诺丁汉大学,英国
3974,数据科学与分析理学硕士,利兹大学,英国
3975,数据与决策分析理学硕士,南安普顿大学,英国
3976,数学金融理学硕士,曼彻斯特大学,英国
3977,统计学理学硕士,利兹大学,英国
3978,统计学理学硕士,诺丁汉大学,英国
3979,统计学与计算金融理学硕士,约克大学,英国
3980,数据与决策分析理学硕士,南安普顿大学,英国
3981,生物技术理学硕士,格拉斯哥大学,英国
3982,数据分析理学硕士,贝尔法斯特女王大学,英国
3983,数据科学与分析学理学硕士,卡迪夫大学,英国
3984,应用数据科学和统计,埃克塞特大学,英国
3985,数据科学与分析学理学硕士,卡迪夫大学,英国
3986,大数据科学（加实习）理学硕士,伦敦大学玛丽皇后学院,英国
3987,数据科学与分析学理学硕士,卡迪夫大学,英国
3988,医学应用统计理学硕士,南安普顿大学,英国
